 Maxwell Reinhart,CGY,11,3
 David Booth,VAN,12,3
 Peter Regin,OTT,27,3
 Jason Demers,SAN,22,3
 Keaton Ellerby,LOS,43,3
 Justin Falk,MIN,34,3
 Teemu Hartikainen,EDM,23,3
 Jarred Tinordi,MON,7,2
 Matt Bartkowski,BOS,11,2
 Ben Eager,EDM,14,2
 Jim Slater,WPG,26,2
 Keith Ballard,VAN,35,2
 Dave Dziurzynski,OTT,12,2
 Zbynek Michalek,PHO,32,2
 Matt Carkner,NYI,21,2
 Aaron Volpatti,WAS,32,2
 Tom Sestito,VAN,29,2
 Yannick Weber,MON,6,2
 Ryan Hamilton,TOR,10,2
 Chris Conner,PHO,10,2
 Brandon Manning,PHI,5,2
 Colton Gillies,COB,27,2
 Tanner Glass,PIT,47,2
 Pat Maroon,ANA,12,2
 Carl Soderberg,BOS,4,2
 Jean-Gabriel Pageau,OTT,7,2
 Corey Potter,EDM,31,2
 Cory Sarich,CGY,27,2
 Arron Asham,NYR,26,2
 Tom Poti,WAS,16,2
 Bryce Salvador,NJD,39,2
 Kevin Westgarth,CAR,30,2
 Anders Lee,NYI,2,2
 Daniel Bang,NAS,7,2
 Joey Crabb,WAS,26,2
 Matt Tennyson,SAN,4,2
 Mike Brown,EDM,37,2
 Tim Wallace,CAR,27,2
 Nathan Beaulieu,MON,6,2
 Jesse Joensuu,NYI,7,2
 Stephane Da Costa,OTT,9,2
 Sami Vatanen,ANA,8,2
 Anthony Peluso,WPG,5,2
 David van der Gulik,COL,9,2
 Brad Malone,COL,11,2
 Jamal Mayers,CHI,18,2
 Andrej Meszaros,PHI,11,2
 Lane MacDermid,DAL,8,2
 Cam Barker,VAN,13,2
 Zach Boychuk,CAR,13,2
 Jamie Oleksiak,DAL,16,2
 George Parros,FLA,38,2
 Brad Staubitz,ANA,15,2
 Brett Bellemore,CAR,8,2
 Tim Kennedy,SAN,12,2
 Danny DeKeyser,DET,10,1
 Dmitry Orlov,WAS,5,1
 Scott Hannan,SAN,32,1
 Filip Forsberg,NAS,4,1
 Ben Hanowski,CGY,4,1
 Harry Zolnierczyk,ANA,7,1
 Anton Lander,EDM,9,1
 Matt Anderson,NJD,2,1
 Greg Rallo,FLA,10,1
 Austin Watson,NAS,6,1
 Tom Kostopoulos,NJD,15,1
 Kent Huskins,PHI,19,1
 Mikael Samuelsson,DET,4,1
 Brett Connolly,TAM,5,1
 Torey Krug,BOS,1,1
 Carlo Colaiacovo,DET,6,1
 Jeremy Welsh,CAR,5,1
 Kris Newbury,NYR,5,1
 Chris Terry,CAR,3,1
 Paul Byron,CGY,4,1
 Kevin Henderson,NAS,3,1
 Blair Jones,CGY,14,1
 Marco Scandella,MIN,6,1
 Scott Nichol,STL,30,1
 Ed Jovanovski,FLA,6,1
 Matt Greene,LOS,5,1
 Benn Ferriero,NYR,4,1
 Sheldon Brookbank,CHI,24,1
 Ian Cole,STL,15,1
