 Brandon Segal                NYR 0
 Michael Sgarbossa            COL 0
 Akim Aliu                    CGY 0
 David Savard                 COB 0
 Jay Pandolfo                 BOS 0
 Andy Miele                   PHO 0
 Micheal Haley                NYR 0
 Mark Arcobello               EDM 0
 Alexandre Bolduc             PHO 0
 Stu Bickel                   NYR 0
 Andrew Murray                STL 0
 Joe Colborne                 TOR 0
 Krys Barch                   NJD 0
 Francis Wathier              DAL 0
 Mattias Ekholm               NAS 0
 Darcy Hordichuk              EDM 0
 Dylan Reese                  PIT 0
 Nolan Yonkman                FLA 0
 Steve MacIntyre              PIT 0
 Jamie Tardif                 BOS 0
 Matt Taormina                TAM 0
 Jonathan Rheault             FLA 0
 Carter Bancks                CGY 0
 Jared Cowen                  OTT 0
 Jody Shelley                 PHI 0
 Matt Gilroy                  NYR 0
 Hal Gill                     NAS 0
 Cam Janssen                  NJD 0
 Mark Borowiecki              OTT 0
 Derek Grant                  OTT 0
 Brandon Mashinter            NYR 0
 Toby Petersen                DAL 0
